City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,San Vicente,-26.6167,-54.1333,58.15,100,100,1.05,AR,2021-06-07 04:09:26
382,Andilamena,-17.0167,48.5833,56.32,87,67,9.24,MG,2021-06-07 04:09:17
383,Pringsewu,-5.3582,104.9744,87.85,54,24,6.17,ID,2021-06-07 04:09:27
384,Glace Bay,46.1969,-59.957,46.6,91,59,4.36,CA,2021-06-07 04:09:27
385,Ponto Novo,-10.8628,-40.1336,66.33,97,66,4.27,BR,2021-06-07 04:09:27
386,Abu Samrah,35.3029,37.1841,67.64,39,0,5.44,SY,2021-06-07 04:09:28
387,Puro,12.4841,123.3827,85.69,67,100,6.26,PH,2021-06-07 04:09:28
388,Amahai,-3.3333,128.9167,82.99,74,93,6.98,ID,2021-06-07 04:09:28
389,Ancud,-41.8697,-73.8203,53.22,89,100,17.34,CL,2021-06-07 04:09:29
390,Sajanan,37.0573,9.2426,64.35,93,65,10.96,TN,2021-06-07 04:09:29
391,Smithers,54.7804,-127.1743,50.61,62,99,5.32,CA,2021-06-07 04:09:29
392,Shingu,33.7333,135.9833,74.25,66,100,6.24,JP,2021-06-07 04:09:30
393,Pauini,-7.7136,-66.9764,72.03,99,94,0.47,BR,2021-06-07 04:09:30
394,Pochutla,15.7432,-96.4661,77.83,88,100,4.74,MX,2021-06-07 04:09:30
395,Sinor,21.9167,73.3333,89.62,60,89,10.92,IN,2021-06-07 04:09:31
396,La Massana,42.5667,1.4833,43.68,85,9,4.05,AD,2021-06-07 04:09:31
397,Real,14.6625,121.6047,93.15,59,93,3.42,PH,2021-06-07 04:09:31
398,Bridlington,54.0831,-0.1919,52.86,88,58,1.92,GB,2021-06-07 04:09:32
399,Bima,-8.4667,118.7167,92.01,49,24,3.74,ID,2021-06-07 04:09:32
400,Westport,41.1415,-73.3579,80.74,81,1,1.01,US,2021-06-07 04:09:32
401,San Jose,37.3394,-121.895,63.72,51,20,3.0,US,2021-06-07 04:09:33
402,Waipawa,-41.4122,175.5153,57.04,77,91,11.03,NZ,2021-06-07 04:09:33
403,Talnakh,69.4865,88.3972,32.65,94,100,6.02,RU,2021-06-07 04:09:33
404,Vitim,59.4511,112.5578,62.15,27,39,10.67,RU,2021-06-07 04:09:34
405,Miraflores,19.2167,-98.8083,66.87,65,99,4.74,MX,2021-06-07 04:09:34
406,Wolow,51.3366,16.6443,63.1,78,47,1.72,PL,2021-06-07 04:09:34
407,Glendive,47.1053,-104.7125,62.49,38,1,6.91,US,2021-06-07 04:06:12
408,Victoria,22.2855,114.1577,89.65,75,59,3.0,HK,2021-06-07 04:06:16
409,Khani,41.9563,42.9566,51.37,81,3,1.32,GE,2021-06-07 04:09:35
410,Alofi,-19.0595,-169.9187,77.27,63,8,9.24,NU,2021-06-07 04:09:36
411,Kwinana,-32.25,115.7667,63.81,59,100,3.0,AU,2021-06-07 04:09:36
412,Guerrero Negro,27.9769,-114.0611,62.69,78,92,14.99,MX,2021-06-07 04:09:37
413,Bursa,40.1667,29.0833,46.44,55,21,1.83,TR,2021-06-07 04:09:37
414,La Asuncion,11.0333,-63.8628,87.53,70,26,15.75,VE,2021-06-07 04:06:12
415,Katobu,-4.9408,122.5276,88.61,49,42,7.45,ID,2021-06-07 04:09:37
416,Siniscola,40.5719,9.6922,63.95,88,4,6.24,IT,2021-06-07 04:09:38
417,Kingsville,27.5159,-97.8561,84.06,92,1,3.0,US,2021-06-07 04:09:38
418,Grand-Santi,4.25,-54.3833,71.53,99,100,2.08,GF,2021-06-07 04:09:38
419,Basco,20.4487,121.9702,83.43,76,100,11.1,PH,2021-06-07 04:09:39
420,Huayang,34.4155,109.9939,84.94,22,82,5.75,CN,2021-06-07 04:09:39
421,Tyup,42.7276,78.3648,65.19,56,100,5.99,KG,2021-06-07 04:09:39
422,Pombia,45.653,8.6336,63.9,93,75,4.61,IT,2021-06-07 04:09:40
423,Vestmanna,62.1564,-7.1664,47.32,100,90,6.69,FO,2021-06-07 04:09:40
424,Radzyn Podlaski,51.7833,22.6167,57.85,87,99,4.94,PL,2021-06-07 04:09:41
425,Batemans Bay,-35.7167,150.1833,62.91,46,85,6.24,AU,2021-06-07 04:09:41
426,Cayenne,4.9333,-52.3333,79.09,87,90,1.23,GF,2021-06-07 04:09:41
427,Sistranda,63.7256,8.834,54.9,93,95,11.83,NO,2021-06-07 04:09:41
428,Boda,4.3189,17.4695,68.29,97,91,2.57,CF,2021-06-07 04:09:42
429,Maarianhamina,60.0973,19.9348,60.66,82,0,0.0,AX,2021-06-07 04:09:42
430,Nicoya,10.1483,-85.452,76.55,88,72,0.81,CR,2021-06-07 04:09:42
431,Nelson Bay,-32.7167,152.15,69.1,64,81,1.99,AU,2021-06-07 04:09:43
432,Sur,22.5667,59.5289,86.99,66,0,10.33,OM,2021-06-07 04:09:43
433,Tulun,54.5611,100.5792,63.59,43,32,7.4,RU,2021-06-07 04:09:43
434,Kloulklubed,7.0419,134.2556,79.3,80,100,6.42,PW,2021-06-07 04:09:44
435,Araouane,18.9048,-3.5265,92.62,19,0,3.96,ML,2021-06-07 04:09:44
436,Katherine,-14.4667,132.2667,84.52,45,75,5.3,AU,2021-06-07 04:09:44
437,Atar,20.5169,-13.0499,88.18,17,6,14.97,MR,2021-06-07 04:09:45
438,Oxford,51.7522,-1.256,59.16,94,22,3.94,GB,2021-06-07 04:09:02
439,Aksarka,66.5606,67.7975,42.94,45,11,5.88,RU,2021-06-07 04:09:45
440,Vardo,70.3705,31.1107,43.0,72,7,7.02,NO,2021-06-07 04:09:45
441,Isla Vista,34.4133,-119.861,63.68,70,20,6.91,US,2021-06-07 04:09:46
442,Warmbad,-28.45,18.7333,56.93,38,0,22.64,NA,2021-06-07 04:09:46
443,Aranos,-24.1333,19.1167,45.28,62,0,14.9,NA,2021-06-07 04:09:47
444,Yinchuan,38.4681,106.2731,82.98,26,26,4.05,CN,2021-06-07 04:06:48
445,Dera Bugti,29.0307,69.151,94.03,38,0,5.77,PK,2021-06-07 04:09:47
446,Polyanka,50.2584,27.6881,56.35,89,44,7.81,UA,2021-06-07 04:09:47
447,Coahuayana,18.7333,-103.6833,78.87,78,58,0.31,MX,2021-06-07 04:09:48
448,Tual,-5.6667,132.75,81.39,79,90,13.15,ID,2021-06-07 04:09:48
449,Galle,6.0367,80.217,82.72,79,96,11.95,LK,2021-06-07 04:09:48
450,Birao,10.2849,22.7882,75.4,78,62,3.33,CF,2021-06-07 04:06:10
451,Hofn,64.2539,-15.2082,47.01,97,100,12.21,IS,2021-06-07 04:09:49
452,Alamosa,37.4695,-105.87,57.18,72,1,4.61,US,2021-06-07 04:09:49
453,Bethanien,-26.502,17.1583,51.53,44,3,14.09,NA,2021-06-07 04:09:50
454,Warrenton,-28.114,24.8475,41.07,80,0,9.69,ZA,2021-06-07 04:09:50
455,Virginia Beach,36.8529,-75.978,80.11,87,1,6.91,US,2021-06-07 04:08:38
456,Yishui,35.7847,118.6281,94.86,25,100,14.58,CN,2021-06-07 04:09:51
457,Ballina,-28.8667,153.5667,67.95,56,23,3.71,AU,2021-06-07 04:09:56
458,Kropotkin,45.4375,40.5756,57.94,88,98,9.35,RU,2021-06-07 04:09:56
459,Cherskiy,68.75,161.3,71.29,33,87,20.36,RU,2021-06-07 04:09:56
460,Naze,28.3667,129.4833,71.82,93,100,8.01,JP,2021-06-07 04:09:57
461,Omsukchan,62.5333,155.8,54.16,59,99,7.61,RU,2021-06-07 04:09:57
462,Priargunsk,50.3691,119.1012,78.53,31,2,8.43,RU,2021-06-07 04:09:57
463,Arkhangelsk,64.5401,40.5433,44.71,61,0,7.0,RU,2021-06-07 04:09:58
464,Cabo San Lucas,22.8909,-109.9124,87.8,62,11,11.41,MX,2021-06-07 04:05:38
465,Tommot,58.9564,126.2925,56.48,68,100,10.94,RU,2021-06-07 04:09:58
466,Bubaque,11.2833,-15.8333,79.21,83,100,15.9,GW,2021-06-07 04:09:58
467,Maloy,61.9353,5.1136,54.73,88,12,8.34,NO,2021-06-07 04:09:59
468,Vysha,53.8477,42.3777,59.47,88,58,3.49,RU,2021-06-07 04:09:59
469,Beira,-19.8436,34.8389,65.7,90,95,9.78,MZ,2021-06-07 04:09:59
470,Atasu,48.6814,71.6433,71.04,26,100,13.29,KZ,2021-06-07 04:10:00
471,Barra Do Garcas,-15.89,-52.2567,69.19,63,85,1.72,BR,2021-06-07 04:10:00
472,Barrhead,55.7992,-4.3929,51.76,88,98,1.99,GB,2021-06-07 04:10:01
473,Eidfjord,60.4675,7.0719,56.43,82,52,1.5,NO,2021-06-07 04:10:01
474,Clyde River,70.4692,-68.5914,34.97,100,100,2.13,CA,2021-06-07 04:07:55
475,Te Anau,-45.4167,167.7167,46.8,83,0,0.69,NZ,2021-06-07 04:10:01
476,Bubanza,-3.1167,29.4,68.23,79,99,2.21,BI,2021-06-07 04:10:04
477,Borovskoy,53.8,64.15,71.01,33,14,1.83,KZ,2021-06-07 04:10:04
478,Omboue,-1.5746,9.2618,75.15,96,99,5.17,GA,2021-06-07 04:10:04
479,Ambilobe,-13.2,49.05,70.43,88,63,3.42,MG,2021-06-07 04:10:05
480,Bafoulabe,13.8065,-10.8321,90.28,34,9,2.95,ML,2021-06-07 04:10:05
481,Andenes,69.3143,16.1194,57.18,51,0,11.5,NO,2021-06-07 04:10:05
482,Udachnyy,66.4167,112.4,43.39,75,79,25.14,RU,2021-06-07 04:10:06
483,Mercedes,-34.6515,-59.4307,51.85,86,91,6.51,AR,2021-06-07 04:10:06
484,Gboko,7.3179,8.9951,73.69,93,100,5.37,NG,2021-06-07 04:10:06
485,San Quintin,30.4833,-115.95,68.43,78,33,6.71,MX,2021-06-07 04:10:07
486,Vila Praia De Ancora,41.811,-8.8526,62.11,87,80,5.91,PT,2021-06-07 04:10:07
487,Ambon,-3.6954,128.1814,87.94,66,40,11.43,ID,2021-06-07 04:10:07
488,Reconquista,-29.15,-59.65,56.93,69,99,9.33,AR,2021-06-07 04:10:08
489,Nantucket,41.2835,-70.0995,70.02,88,1,10.36,US,2021-06-07 04:10:08
490,Nuuk,64.1835,-51.7216,40.87,93,90,2.3,GL,2021-06-07 04:10:08
491,Eurajoki,61.2,21.7333,57.22,65,86,2.8,FI,2021-06-07 04:10:09
492,Rudsar,37.1376,50.288,71.58,81,86,3.33,IR,2021-06-07 04:10:09
493,Alghero,40.5589,8.3181,62.69,94,40,6.91,IT,2021-06-07 04:10:09
494,Kivertsi,50.8343,25.4582,58.91,83,28,7.45,UA,2021-06-07 04:10:10
495,Nyurba,63.2842,118.3319,57.31,29,46,17.11,RU,2021-06-07 04:10:10
496,Santa Rosalia,27.3167,-112.2833,80.42,33,63,9.17,MX,2021-06-07 04:10:11
497,Kalach-Na-Donu,48.691,43.5264,63.72,74,100,7.09,RU,2021-06-07 04:10:11
498,Garhshankar,31.2167,76.1333,100.53,21,0,3.51,IN,2021-06-07 04:10:11
499,Urusha,54.05,122.9,83.48,24,7,7.52,RU,2021-06-07 04:10:12
500,Tignere,7.3667,12.65,62.83,89,79,2.53,CM,2021-06-07 04:10:12
501,Dickinson,29.4608,-95.0513,82.49,85,40,1.01,US,2021-06-07 04:07:42
502,Verkhnevilyuysk,63.4453,120.3167,58.37,28,29,16.62,RU,2021-06-07 04:10:12
503,Denpasar,-8.65,115.2167,82.06,89,20,6.6,ID,2021-06-07 04:09:06
504,Orsha,54.5153,30.4053,57.31,90,56,5.75,BY,2021-06-07 04:10:13
505,Tucuma,-0.1833,-50.05,75.31,92,11,5.39,BR,2021-06-07 04:10:13
506,San Francisco,37.7749,-122.4194,65.01,74,20,7.0,US,2021-06-07 04:06:17
507,Paciran,-6.8767,112.3761,86.81,62,97,2.26,ID,2021-06-07 04:10:14
508,Saint-Pierre,-21.3393,55.4781,71.28,85,90,19.57,RE,2021-06-07 04:10:14
509,Opuwo,-18.0607,13.84,53.74,52,2,6.55,NA,2021-06-07 04:10:14
510,Upington,-28.4478,21.2561,48.92,50,0,15.84,ZA,2021-06-07 04:10:15
511,Egvekinot,66.3167,-179.1667,42.15,51,4,0.72,RU,2021-06-07 04:10:15
512,Sindor,62.8629,51.8905,47.39,44,15,10.51,RU,2021-06-07 04:10:15
513,Cabaiguan,22.0789,-79.4992,78.42,94,34,8.81,CU,2021-06-07 04:06:12
514,Mildura,-34.2,142.15,66.16,42,24,20.71,AU,2021-06-07 04:10:16
515,Ormara,25.2088,64.6357,84.78,67,90,7.47,PK,2021-06-07 04:10:16
516,Pangnirtung,66.1451,-65.7125,29.48,89,96,3.44,CA,2021-06-07 04:10:16
517,Mabaruma,8.2,-59.7833,73.0,99,89,2.51,GY,2021-06-07 04:10:17
518,Basoko,1.2391,23.616,71.55,95,100,1.1,CD,2021-06-07 04:10:17
519,Tubuala,9.5167,-79.0333,78.33,85,92,1.99,PA,2021-06-07 04:10:18
520,Bafata,12.1667,-14.75,75.9,83,88,3.76,GW,2021-06-07 04:10:18
521,Magalia,39.8121,-121.5783,76.55,28,21,5.23,US,2021-06-07 04:10:18
522,Lavrentiya,65.5833,-171.0,34.74,85,89,6.02,RU,2021-06-07 04:10:19
523,Abu Dhabi,24.4667,54.3667,91.51,62,0,11.05,AE,2021-06-07 04:09:40
524,Soyo,-6.1349,12.3689,74.41,91,13,4.92,AO,2021-06-07 04:10:19
525,Maesteg,51.6093,-3.6582,53.64,92,82,2.46,GB,2021-06-07 04:10:20
526,Odweyne,9.4092,45.064,74.55,57,1,13.38,SO,2021-06-07 04:10:20
527,Kyren,51.6828,102.1408,56.46,48,93,1.52,RU,2021-06-07 04:10:20
528,Evensk,61.95,159.2333,50.0,72,59,8.12,RU,2021-06-07 04:10:21
529,Ossora,59.2353,163.0719,42.22,88,100,4.88,RU,2021-06-07 04:10:21
530,Antsohihy,-14.8796,47.9875,73.56,65,8,11.01,MG,2021-06-07 04:10:21
531,Olga,43.7444,135.2892,72.19,47,8,7.43,RU,2021-06-07 04:10:22
532,Maldonado,-34.6667,-54.9167,45.79,90,100,4.88,UY,2021-06-07 04:10:22
533,Corumba,-19.0092,-57.6533,70.9,75,22,3.33,BR,2021-06-07 04:10:22
534,Ostersund,63.1792,14.6357,54.61,100,0,6.91,SE,2021-06-07 04:10:23
535,Kismayo,-0.3582,42.5454,76.98,84,63,13.78,SO,2021-06-07 04:10:23
536,Tanete,-3.9443,119.7848,93.34,45,64,9.01,ID,2021-06-07 04:10:23
537,Rafai,4.95,23.9167,67.17,99,100,0.63,CF,2021-06-07 04:10:24
538,Richards Bay,-28.783,32.0377,56.52,81,1,7.56,ZA,2021-06-07 04:10:24
539,Sandakan,5.8402,118.1179,80.38,79,100,5.3,MY,2021-06-07 04:10:24
540,Maryville,35.7565,-83.9705,74.16,93,90,3.44,US,2021-06-07 04:05:48
541,Am Timan,11.0297,20.2827,80.69,61,92,4.03,TD,2021-06-07 04:10:25
542,Buraydah,26.326,43.975,89.51,11,27,9.13,SA,2021-06-07 04:10:25
543,Novouzensk,50.4592,48.1431,66.56,69,44,5.48,RU,2021-06-07 04:10:25
544,Belyy Yar,53.6039,91.3903,64.29,63,0,5.7,RU,2021-06-07 04:10:26
545,Sao Francisco Do Sul,-26.2433,-48.6381,64.11,97,100,5.01,BR,2021-06-07 04:10:26
546,Kangaatsiaq,68.3065,-53.4641,37.06,87,27,9.35,GL,2021-06-07 04:10:26
547,Birjand,32.8663,59.2211,91.87,9,0,13.8,IR,2021-06-07 04:10:27
548,Dinguiraye,11.3,-10.7167,75.47,65,98,2.62,GN,2021-06-07 04:10:27
549,Krasnyy Yar,46.5331,48.3456,71.53,47,89,6.04,RU,2021-06-07 04:10:27
550,Jand,33.4299,72.0193,98.58,25,0,4.85,PK,2021-06-07 04:10:28
551,Bolivar,37.6145,-93.4105,70.9,95,84,7.45,US,2021-06-07 04:10:28
552,Bendigo,-36.7667,144.2833,60.85,59,95,5.01,AU,2021-06-07 04:10:28
553,Gornopravdinsk,60.05,69.9,57.18,80,99,6.49,RU,2021-06-07 04:10:29
554,Komsomolskiy,40.4272,71.7189,89.02,26,81,2.3,UZ,2021-06-07 04:10:29
555,Escanaba,45.7453,-87.0646,71.67,83,1,10.36,US,2021-06-07 04:06:11
556,Domoni,-12.2569,44.5319,77.09,80,81,12.62,KM,2021-06-07 04:10:30
557,Zhanaozen,43.3,52.8,71.31,53,8,8.12,KZ,2021-06-07 04:10:30
558,Bambanglipuro,-7.95,110.2833,68.61,68,48,8.61,ID,2021-06-07 04:10:30
559,Juneau,58.3019,-134.4197,55.4,87,75,3.47,US,2021-06-07 04:07:44
560,Yulara,-25.2406,130.9889,69.64,26,56,6.91,AU,2021-06-07 04:10:31
561,Sadova,43.9,23.95,62.24,89,33,2.01,RO,2021-06-07 04:10:31
562,Murbad,19.25,73.4,83.41,63,32,7.56,IN,2021-06-07 04:10:32
563,Havelock,34.8791,-76.9013,77.95,92,1,3.0,US,2021-06-07 04:10:32
564,Tigil,57.8,158.6667,53.22,70,94,6.87,RU,2021-06-07 04:10:32
565,Chivilcoy,-34.8957,-60.0167,46.02,64,93,7.0,AR,2021-06-07 04:10:33
566,Rundu,-17.9333,19.7667,44.49,71,6,6.55,NA,2021-06-07 04:10:33
567,Maceio,-9.6658,-35.7353,72.84,94,0,1.39,BR,2021-06-07 04:10:33
568,Moyo,3.6609,31.7247,63.68,95,11,2.91,UG,2021-06-07 04:10:34
569,Caravelas,-17.7125,-39.2481,71.92,85,42,3.51,BR,2021-06-07 04:10:34
570,Douglas,41.3,-96.167,75.13,73,1,9.22,US,2021-06-07 04:09:35
571,Sinegorye,62.0788,150.477,61.16,50,100,1.83,RU,2021-06-07 04:10:34
572,Sao Joao Da Barra,-21.6403,-41.0511,72.27,89,100,9.91,BR,2021-06-07 04:10:35
573,Mezen,65.8522,44.24,43.72,51,3,5.91,RU,2021-06-07 04:10:35
