City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Aquiraz,BR,-3.9014,-38.3911,78.89,86,27,6.58,scattered clouds
473,Roald,NO,62.5833,6.1333,55.0,87,75,6.91,broken clouds
474,Santa Rosa,PH,14.3122,121.1114,93.09,62,79,2.68,broken clouds
475,Dukat,RU,62.55,155.55,53.26,56,100,5.37,overcast clouds
476,Kefalos,GR,36.7453,26.9589,70.02,60,0,11.12,clear sky
477,Jackson,US,42.4165,-122.8345,62.47,36,20,11.5,few clouds
478,Zaysan,KZ,47.4667,84.8667,68.22,27,33,4.63,scattered clouds
479,Ozinki,RU,51.1786,49.6769,65.35,69,95,5.77,overcast clouds
480,Laredo,US,27.5064,-99.5075,88.09,74,1,12.66,clear sky
481,Dawei,MM,14.0833,98.2,76.75,93,100,3.69,overcast clouds
482,Ullapool,GB,57.8987,-5.1604,53.35,89,96,4.52,overcast clouds
483,Mangrol,IN,21.1167,70.1167,86.86,63,30,10.09,scattered clouds
484,Plainview,US,40.7765,-73.4673,82.89,72,1,1.01,clear sky
485,Tacuarembo,UY,-31.7333,-55.9833,44.17,93,5,8.03,clear sky
486,Pitimbu,BR,-7.4706,-34.8086,75.79,86,18,8.9,few clouds
487,San Jose,US,37.3394,-121.895,63.46,51,20,1.01,few clouds
488,Touros,BR,-5.1989,-35.4608,74.3,86,42,12.93,scattered clouds
489,Varhaug,NO,58.6147,5.6457,52.48,85,97,9.08,overcast clouds
490,Te Anau,NZ,-45.4167,167.7167,46.8,83,0,0.69,clear sky
491,Kenai,US,60.5544,-151.2583,69.03,46,1,18.41,clear sky
492,Pedro Juan Caballero,PY,-22.5472,-55.7333,60.76,100,90,9.22,mist
493,Churachandpur,IN,24.3333,93.6667,74.48,68,89,4.74,overcast clouds
494,Saint-Augustin,CA,51.226,-58.6502,46.98,80,100,8.93,overcast clouds
495,Lorengau,PG,-2.0226,147.2712,83.5,70,46,1.54,scattered clouds
496,Belaya Gora,RU,68.5333,146.4167,51.21,48,28,5.21,scattered clouds
497,Kichera,RU,55.9375,110.0997,59.0,44,100,2.35,overcast clouds
498,Laja,CL,-37.2667,-72.7,41.79,82,100,0.83,light rain
499,Aguas Verdes,PE,-3.4814,-80.245,71.4,86,100,5.46,light rain
500,Manta,EC,-0.95,-80.7333,73.18,88,90,8.05,overcast clouds
501,Necochea,AR,-38.5473,-58.7368,47.03,65,100,10.47,overcast clouds
502,Salamanca,ES,40.8333,-6.0,53.38,60,2,3.65,clear sky
503,Kirakira,SB,-10.4544,161.9205,82.24,78,37,7.0,light rain
504,Lyaskelya,RU,61.7667,31.0167,53.91,76,100,8.46,overcast clouds
505,Turtas,RU,58.9417,69.1325,68.99,61,55,2.53,broken clouds
506,Kodinsk,RU,58.6881,99.1844,53.55,96,100,10.42,moderate rain
507,Barauna,BR,-5.08,-37.6167,73.22,86,75,5.97,broken clouds
508,Kutum,SD,14.2,24.6667,73.6,20,15,3.33,few clouds
509,Tashara,RU,55.5195,83.5094,72.23,50,9,10.94,clear sky
510,Macas,EC,-2.3167,-78.1167,66.49,98,100,2.1,light rain
511,Thiruvananthapuram,IN,8.4833,76.9167,85.98,84,20,6.91,few clouds
512,Khowst,AF,33.3833,69.8833,87.4,29,0,3.71,clear sky
513,Sarangani,PH,5.4033,125.4636,83.39,72,83,4.88,light rain
514,Egvekinot,RU,66.3167,-179.1667,42.15,51,4,0.72,clear sky
515,Ladybrand,ZA,-29.1945,27.4574,34.68,81,0,3.2,clear sky
516,Kimbe,PG,-5.5502,150.1429,83.7,76,49,4.05,light rain
517,Taltal,CL,-25.4,-70.4833,60.01,76,0,4.34,clear sky
518,Tarija,BO,-21.5355,-64.7296,52.99,65,52,0.87,broken clouds
519,San Cristobal,VE,7.7669,-72.225,65.71,98,100,2.82,overcast clouds
520,Horsham,GB,51.064,-0.3272,58.35,94,75,2.44,fog
521,Mount Isa,AU,-20.7333,139.5,78.57,27,0,10.36,clear sky
522,Birjand,IR,32.8663,59.2211,91.87,9,0,13.8,clear sky
523,Frankfort,ZA,-27.2667,28.4833,37.26,93,3,4.61,clear sky
524,Taoudenni,ML,22.6783,-3.9836,97.07,10,36,2.95,scattered clouds
525,Riberalta,BO,-10.9833,-66.1,72.27,93,6,1.28,clear sky
526,Tuatapere,NZ,-46.1333,167.6833,49.82,79,6,3.33,clear sky
527,Camocim,BR,-2.9022,-40.8411,75.2,88,11,4.47,few clouds
528,Kudahuvadhoo,MV,2.6708,72.8944,83.28,70,40,13.98,scattered clouds
529,Santiago Del Estero,AR,-27.7951,-64.2615,59.29,77,88,4.05,overcast clouds
530,Novoilinsk,RU,51.6829,108.7143,44.33,95,100,3.36,overcast clouds
531,Izumo,JP,35.3667,132.7667,87.75,39,75,9.42,broken clouds
532,Zeya,RU,53.75,127.2667,84.47,22,20,6.73,few clouds
533,El Cobre,CU,20.0489,-75.9469,78.24,69,20,5.14,few clouds
534,Kalemie,CD,-5.9475,29.1947,71.73,77,48,12.62,light rain
535,Melilla,ES,35.2937,-2.9383,66.58,88,0,1.14,clear sky
536,Blagoyevo,RU,63.3667,47.9167,47.12,43,3,9.84,clear sky
537,Malatya,TR,38.5,38.0,60.85,36,0,5.53,clear sky
538,Sangin,AF,32.0728,64.8359,96.37,7,0,2.1,clear sky
539,Mayo,US,38.8876,-76.5119,80.56,87,1,1.01,clear sky
540,Gat,IL,31.61,34.7642,72.39,100,0,2.1,clear sky
541,Thyboron,DK,56.6985,8.2124,56.98,80,84,8.41,broken clouds
542,Kirkland Lake,CA,48.1446,-80.0377,74.23,68,49,12.12,scattered clouds
543,Vyskov,CZ,49.2775,16.999,62.01,85,7,4.97,clear sky
544,Saint George,US,37.1041,-113.5841,90.19,8,1,17.27,clear sky
545,Batavia,US,41.85,-88.3126,80.58,63,75,10.36,broken clouds
546,Severomuysk,RU,56.1481,113.4267,46.38,53,100,3.06,overcast clouds
547,Beloha,MG,-25.1667,45.05,60.69,76,10,11.48,clear sky
548,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.06,80,82,2.26,broken clouds
549,Emporia,US,38.4039,-96.1817,71.8,83,1,6.91,clear sky
550,Chandvad,IN,20.3333,74.25,79.29,63,59,10.45,broken clouds
551,Kant,IN,27.8,79.8,101.62,23,0,6.22,clear sky
552,Gorele,TR,41.0308,39.0031,63.84,55,0,1.63,clear sky
553,Bonavista,CA,48.6499,-53.1147,35.6,81,94,4.07,overcast clouds
554,Charyshskoye,RU,51.3978,83.5598,67.57,51,0,3.06,clear sky
555,Buraydah,SA,26.326,43.975,88.25,11,27,9.13,scattered clouds
556,Coquimbo,CL,-29.9533,-71.3436,55.13,82,90,2.66,overcast clouds
557,La Ronge,CA,55.1001,-105.2842,53.85,71,75,0.0,broken clouds
558,Bagdarin,RU,54.4333,113.6,60.3,50,100,7.85,overcast clouds
559,Kedrovyy,RU,56.1667,91.8167,63.01,80,99,10.33,overcast clouds
560,Khani,GE,41.9563,42.9566,51.37,81,3,1.32,clear sky
561,Sibiti,CG,-3.6819,13.3499,67.15,98,34,0.74,scattered clouds
562,Ayr,GB,55.4627,-4.6339,52.21,93,0,0.0,clear sky
563,Kupino,RU,54.3663,77.2981,71.96,35,0,7.02,clear sky
564,Sabana De Torres,CO,7.3915,-73.4957,75.02,83,100,1.79,heavy intensity rain
565,Brisbane,AU,-27.4679,153.0281,73.36,58,20,1.99,few clouds
566,Jamame,SO,0.0722,42.7506,75.43,86,64,8.75,broken clouds
567,Nouakchott,MR,18.0858,-15.9785,76.93,33,4,17.29,clear sky
568,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,67.87,73,38,2.13,scattered clouds
569,Bingol,TR,38.8847,40.4939,58.24,52,0,5.12,clear sky
570,Antigonish,CA,45.6169,-61.9986,53.82,88,60,5.32,broken clouds
571,Santa Cruz,BO,-17.8,-63.1667,65.66,100,90,3.38,overcast clouds
572,Helong,CN,42.5397,128.9972,66.85,63,41,4.27,scattered clouds
573,Pontes E Lacerda,BR,-15.2261,-59.3353,74.41,56,79,2.91,broken clouds
574,Kandi,BJ,11.1342,2.9386,76.15,77,62,4.45,broken clouds
575,Nelson Bay,AU,-32.7167,152.15,68.76,65,81,1.99,broken clouds
576,Iasmos,GR,41.1333,25.1833,72.27,80,100,4.32,overcast clouds
577,Acaponeta,MX,22.4964,-105.3594,79.45,72,0,1.45,clear sky
578,Leh,IN,34.1667,77.5833,55.13,19,0,3.27,clear sky
579,Jiaocheng,CN,24.6774,116.1389,89.6,48,13,4.76,few clouds
580,Camopi,GF,3.1655,-52.3158,71.11,99,91,1.48,overcast clouds
581,De Aar,ZA,-30.6497,24.0123,40.78,49,0,7.54,clear sky
582,Iquique,CL,-20.2208,-70.1431,60.84,78,98,1.48,overcast clouds
583,Brunico,IT,46.7958,11.9364,58.08,94,88,1.25,overcast clouds
584,Fairbanks,US,64.8378,-147.7164,70.14,43,1,5.75,clear sky
585,Rincon,US,32.296,-81.2354,80.51,94,90,4.81,overcast clouds
586,Mandali,IQ,33.7499,45.5541,91.27,13,0,6.85,clear sky
587,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,88,40,5.84,scattered clouds
588,Torbat-E Jam,IR,35.244,60.6225,83.43,29,0,2.75,clear sky
589,Ulaangom,MN,49.9811,92.0667,59.11,37,5,6.62,clear sky
590,Macherla,IN,16.4833,79.4333,92.26,48,57,6.13,broken clouds
591,Kaoma,ZM,-14.7833,24.8,46.13,89,15,5.99,few clouds
592,Merrill,US,45.1805,-89.6835,78.57,70,1,8.05,clear sky
593,Hervey Bay,AU,-25.2986,152.8535,68.83,62,90,11.43,overcast clouds
594,Darlawn,IN,24.0167,92.9,78.6,78,96,2.66,overcast clouds
595,Schwaigern,DE,49.1439,9.055,61.9,98,100,3.49,overcast clouds
596,Honningsvag,NO,70.9821,25.9704,42.33,67,1,6.69,clear sky
597,Bodden Town,KY,19.2833,-81.25,82.92,55,18,1.01,few clouds
598,Carballo,ES,43.213,-8.691,54.86,94,34,2.1,scattered clouds
599,Along,IN,28.1667,94.7667,73.18,97,100,1.95,overcast clouds
600,Mandurah,AU,-32.55,115.7,63.21,56,96,10.0,overcast clouds
601,Cranbrook,CA,49.4999,-115.7688,48.04,49,75,6.6,broken clouds
602,Port Macquarie,AU,-31.4333,152.9167,67.96,49,36,7.16,scattered clouds
603,Mattawa,US,46.7379,-119.9028,59.67,54,53,10.0,broken clouds
604,Hobyo,SO,5.3505,48.5268,79.11,81,4,19.82,clear sky
605,Karatau,KZ,43.1667,70.4667,85.1,32,7,7.27,clear sky
606,Pappayiannis,GR,40.8333,21.5,64.54,80,78,3.69,broken clouds
607,Havoysund,NO,70.9963,24.6622,52.68,58,10,8.34,clear sky
608,Pacific Grove,US,36.6177,-121.9166,59.02,79,90,3.0,overcast clouds
609,Lieksa,FI,63.3167,30.0167,52.45,49,42,9.95,scattered clouds
610,Abu Samrah,SY,35.3029,37.1841,67.64,39,0,5.44,clear sky
611,Port Hedland,AU,-20.3167,118.5667,87.85,19,46,16.11,scattered clouds
612,Lubumbashi,CD,-11.6609,27.4794,48.83,90,38,4.81,scattered clouds
613,Tezu,IN,27.9167,96.1667,75.47,95,97,2.21,overcast clouds
614,Noumea,NC,-22.2763,166.4572,73.38,99,61,10.4,broken clouds
615,Guanica,PR,17.9716,-66.908,77.95,83,100,1.01,overcast clouds
616,Jalu,LY,29.0331,21.5482,71.2,36,0,9.1,clear sky
617,Udachnyy,RU,66.4167,112.4,43.39,75,79,25.14,light rain
618,Kantunilkin,MX,21.0917,-87.45,82.24,91,50,3.96,scattered clouds
619,Concepcion,CL,-36.827,-73.0498,42.6,93,100,3.44,overcast clouds
620,Mineros,BO,-17.1167,-63.2333,67.59,82,43,1.72,scattered clouds
621,Camana,PE,-16.6228,-72.7111,62.98,85,51,5.99,broken clouds
622,Andenes,NO,69.3143,16.1194,57.18,54,0,9.22,clear sky
623,Uri,IN,34.0833,74.0333,81.9,55,0,0.45,clear sky
624,Gdov,RU,58.7406,27.8122,59.38,77,2,6.89,clear sky
625,Mayumba,GA,-3.432,10.6554,74.71,93,98,5.97,overcast clouds
626,Anaconda,US,46.1285,-112.9423,52.79,53,95,0.69,overcast clouds
627,Santa Fe,AR,-31.6333,-60.7,50.0,74,6,4.0,clear sky
628,Asau,RO,46.4333,26.4,54.39,88,26,3.87,scattered clouds
629,Puerto Quijarro,BO,-17.7833,-57.7667,74.66,52,59,1.92,broken clouds
630,Nara,JP,34.6851,135.8049,86.92,41,99,6.55,overcast clouds
631,Iskilip,TR,40.7353,34.4739,57.13,73,69,3.44,broken clouds
632,La Macarena,CO,2.1837,-73.7849,71.1,99,100,2.75,overcast clouds
633,Bakchar,RU,57.0186,82.0711,66.0,62,78,2.3,broken clouds
634,Emba,KZ,48.8264,58.1442,68.14,41,100,7.61,overcast clouds
635,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.97,79,92,2.17,overcast clouds
636,Weihai,CN,37.5017,122.1136,77.04,52,97,11.83,overcast clouds
637,Namtsy,RU,62.7161,129.6658,60.91,71,99,13.24,overcast clouds
638,Kloulklubed,PW,7.0419,134.2556,79.3,80,100,6.42,light rain
639,Sorokino,RU,53.75,84.9167,67.3,69,8,5.68,clear sky
640,Mao,ES,39.8885,4.2658,63.16,88,0,6.91,clear sky
641,Niscemi,IT,37.1486,14.3913,61.36,62,98,2.66,overcast clouds
642,Bud,US,39.447,-86.1758,72.86,95,100,9.55,overcast clouds
643,Himare,AL,40.1017,19.7447,70.43,65,3,5.5,clear sky
644,Camacha,PT,33.0833,-16.3333,63.36,77,40,12.66,scattered clouds
645,Burnie,AU,-41.0667,145.9167,56.41,83,100,21.12,overcast clouds
646,Porterville,US,36.0652,-119.0168,83.48,34,1,4.61,clear sky
647,Severnyy,RU,50.677,36.5532,57.24,94,18,4.47,few clouds
648,Basco,PH,20.4487,121.9702,83.43,76,100,11.1,overcast clouds
649,Karlshamn,SE,56.1706,14.8619,60.91,73,92,6.44,overcast clouds
650,Alice Springs,AU,-23.7,133.8833,74.21,21,19,11.99,few clouds
651,Silikatnyy,RU,53.9896,48.3275,69.12,87,95,1.9,overcast clouds
652,San Roque,ES,36.2107,-5.3842,65.23,94,75,6.91,broken clouds
653,Mandera,KE,3.9366,41.867,76.84,66,75,16.51,broken clouds
654,Abha,SA,18.2164,42.5053,70.05,24,0,0.6,clear sky
655,Ixtapa,MX,20.7,-105.2,82.22,78,1,0.0,clear sky
656,Puerto Escondido,MX,15.85,-97.0667,83.32,81,100,5.35,overcast clouds
657,Tikrit,IQ,34.6071,43.6782,83.48,19,0,9.82,clear sky
658,Maragogi,BR,-9.0122,-35.2225,74.35,86,43,4.94,scattered clouds
659,Serov,RU,59.6033,60.5787,64.69,37,11,1.01,few clouds
660,Korla,CN,41.7597,86.1469,81.34,25,27,2.71,scattered clouds
661,Alyangula,AU,-13.8483,136.4192,82.27,61,40,8.46,scattered clouds
662,Bairiki,KI,1.3292,172.9752,84.2,74,75,9.31,broken clouds
663,Bonfim,BR,3.0833,-59.95,75.2,86,35,7.87,scattered clouds
664,Paka,MY,4.6374,103.4368,89.53,66,20,5.23,few clouds
665,Aksarka,RU,66.5606,67.7975,42.94,45,11,5.88,few clouds
666,Saint-Joseph,RE,-21.3667,55.6167,70.16,84,97,16.84,light rain
667,Kurilsk,RU,45.2333,147.8833,47.86,95,81,8.43,broken clouds
668,Thinadhoo,MV,0.5333,72.9333,83.39,72,52,12.48,broken clouds
669,Santa Rosalia,MX,27.3167,-112.2833,80.42,33,63,9.17,broken clouds
670,Itarema,BR,-2.9248,-39.9167,75.92,87,12,7.92,few clouds
671,Visnes,NO,59.3556,5.2242,54.57,94,0,5.75,clear sky
672,Catamarca,AR,-28.4696,-65.7852,58.5,74,8,3.0,clear sky
673,Wagga Wagga,AU,-35.1167,147.3667,60.6,58,40,10.58,scattered clouds
674,Ankazoabo,MG,-22.2833,44.5167,60.01,72,21,9.13,few clouds
675,Tual,ID,-5.6667,132.75,81.39,79,90,13.15,overcast clouds
676,Puerto Cabello,VE,10.4731,-68.0125,77.95,82,100,4.74,overcast clouds
677,Sindor,RU,62.8629,51.8905,47.39,44,15,10.51,few clouds
678,Point Pleasant,US,40.0832,-74.0682,80.94,68,1,1.99,clear sky
679,Sistranda,NO,63.7256,8.834,54.9,93,95,11.83,overcast clouds
680,Carutapera,BR,-1.195,-46.02,74.73,93,22,5.14,few clouds
681,Damghan,IR,36.1683,54.348,77.52,33,0,5.68,clear sky
682,Yaan,NG,7.3833,8.5667,73.47,93,100,3.94,overcast clouds
683,Mulege,MX,26.8833,-111.9833,82.69,41,39,3.69,scattered clouds
684,Lima,PE,-12.0432,-77.0282,63.14,81,90,6.91,overcast clouds
685,Kelvington,CA,52.1667,-103.5343,56.86,83,18,5.77,few clouds
686,Berbera,SO,10.4396,45.0143,91.26,44,0,14.83,clear sky
687,Bend,US,44.0582,-121.3153,51.66,49,1,1.01,clear sky
688,Jalpan,MX,21.2333,-99.4833,77.13,66,97,1.77,overcast clouds
689,Contamana,PE,-7.3333,-75.0167,72.52,98,95,1.41,overcast clouds
690,Mehamn,NO,71.0357,27.8492,42.75,70,0,10.36,clear sky
691,Panzhihua,CN,26.5851,101.7128,75.15,77,99,4.74,overcast clouds
692,Gumla,IN,23.05,84.55,94.39,32,32,12.88,scattered clouds
693,Roros,NO,62.5747,11.3842,49.84,93,75,8.05,mist
694,Ikryanoye,RU,46.0932,47.7308,71.58,52,98,9.22,overcast clouds
695,Liyang,CN,29.7057,118.2862,87.53,39,100,3.04,overcast clouds
696,Laguna,US,38.421,-121.4238,79.12,44,1,5.99,clear sky
697,Kautokeino,NO,69.0125,23.0412,52.43,44,20,13.42,few clouds
698,Belle Glade,US,26.6845,-80.6676,82.42,78,98,11.81,overcast clouds
699,Tonantins,BR,-2.8731,-67.8022,73.6,95,48,1.54,scattered clouds
700,Manowa,SL,8.1667,-10.75,72.86,100,100,1.5,overcast clouds
701,Abidjan,CI,5.3094,-4.0197,78.76,94,20,7.34,light rain
702,Quatre Cocos,MU,-20.2078,57.7625,76.08,80,52,17.98,broken clouds
703,Sept-Iles,CA,50.2001,-66.3821,47.05,87,75,1.01,broken clouds
704,Porto Tolle,IT,44.9497,12.3245,66.22,81,98,4.03,overcast clouds
705,Mazurivka,UA,49.2745,24.2123,58.93,95,15,6.13,few clouds
706,Guasdualito,VE,7.2424,-70.7324,70.45,97,100,3.0,overcast clouds
707,Srikakulam,IN,18.3,83.9,93.54,52,61,11.61,broken clouds
708,Aden,YE,12.7794,45.0367,87.42,77,47,6.08,scattered clouds
709,Khargone,IN,21.8167,75.6,87.85,56,86,6.76,overcast clouds
